"";"no_razao";"raiz";"Total_por_raiz"
"5843";"TELLES E CASAL COMERCIO E REPRESENTACAO LTDA";32546418;7939,57
"5844";"DINAS BAZAR LTDA - EPP";21416377;7933,54
"5845";"WSCMP COMERCIO DE MATERIAS PRIMAS LTDA";20297014;7927,89
"5846";"MIL SOLUCOES COM E SERV DE REFRIGERACAO LTDA";8846428;7925,86
"5847";"SIANA RIO DISTRIBUIDORA DE PRODUTOS PARA LIMPEZA LTDA";10469458;7907,59
"5848";"J J COMERCIO E INDUSTRIA DE MADEIRAS LTDA";42486407;7906,22
"5849";"SILVA E SILVA TRANSPORTADORA LTDA";12939240;7903,8
"5850";"MELIA BRASIL ADMINISTRACAO HOTELEIRA E COMERCIAL LTDA";62413877;7900,8
"5851";"DRTC SERVICOS DE CALIBRACAO LTDA";5524470;7900,57
"5852";"JGAP RIBEIRO ELETRONICA LTDA";8059130;7898,35
"5853";"C A LIMA EMPREENDIMENTOS LTDA - ME";24118039;7893,99
"5854";"PUB CHOPERIA IL BARILE LTDA";11402335;7892,15
"5855";"F C M DIAS COMERCIO DE MOVEIS E DECORACOES ME";17257746;7876,37
"5856";"ZSX CONFECCAO E COMERCIO DE ARTIGOS INFANTIS LTDA EPP";13664923;7864,36
"5857";"C VAZ DOS SANTOS COMERCIO DE ROUPAS ME";12907847;7862,4
"5858";"COSECHAS DO BRASIL RESTAURANTES E FRANQUIAS LTDA";27933953;7861,89
"5859";"MAGIA DOS COLCHOES LTDA ME";11482326;7854,5
"5860";"C M SAVAGET TRANSPORTE RODOVIARIO DE CARGAS ME";6334713;7853,8
"5861";"RIO VALE 274 COMERCIO E SERVICOS LTDA-ME";9414239;7850,69
"5862";"SUPERMAIS MERCADO LTDA";22276926;7849,66
"5863";"ESPOFIL INDUSTRIA E COMERCIO DE ESPONJAS EIRELI-ME";4008209;7847,6
"5864";"PRINT PAPEIS BENEFICIAMENTOS EIRELI ME";12563713;7847,32
"5865";"COMERCIO DE PESCADO CINFAES DO OURO LTDA";4116659;7842,36
"5866";"CONSTRUPOINT 70 MATERIAIS DE CONSTRUCAO LTDA ME";13190124;7828,39
"5867";"AUTO POSTO RECANTO DAS PALMEIRAS LTDA";6031327;7825,02
"5868";"VET-RIO COMERCIO EIRELI";4927064;7817,69
"5869";"CARRARA DECORACOES E UTILIDADES LTDA";5785562;7811,79
"5870";"AMANDA ANDRADE INDUSTRIA E COMERCIO DE ROUPAS - ME";13967463;7811,13
"5871";"REINAR COMERCIO DE ALIMENTOS EIRELI";18919502;7807,78
"5872";"G & C DESIGN MOVEIS E DECORACOES LTDA";11361717;7804,41
"5873";"LUMENRENT TRANSPORTE E SERVICOS LTDA";23812820;7803,45
"5874";"SANTOS LAB COMERCIO E INDUSTRIA AEROESPACIAL LTDA";8884097;7801,64
"5875";"GUANABARA BISTRO EVENTOS EIRELI ME";16845804;7798,71
"5876";"PANIFICACAO ALIANCA DAS LARANJEIRAS LTDA";33516261;7792,99
"5877";"FOXTEC COM E SERV DE TECNOLOGIA LTDA";8632524;7791,04
"5878";"RIO NUNES ACUMULADORES LTDA - EPP";5218670;7790,26
"5879";"E C DA COSTA INDUSTRIA E COMERCIO DE GESSO";12802207;7789,14
"5880";"PADARIA TRES IRMAOS DA BELA VISTA LTDA";68621960;7781,86
"5881";"ECON METAIS LTDA";10324031;7775,7
"5882";"LB GAMA COMERCIO DE EQUIPAMENTOS EIRELI";11805797;7764,53
"5883";"CEM CENTRO EDUCACIONAL DE MAMBUCABA LTDA";68732072;7762,7
"5884";"RODOCARGO TRANSPORTES E REPRESENTACOES LTDA";2377891;7758,8
"5885";"C V T CENTRO DE VACINACAO TIJUCA LTDA";10641604;7756,42
"5886";"F EDUARDO DE OLIVEIRA BARBOSA COMERCIO DE ROUPAS";8885468;7751,23
"5887";"LIDER RIO CENTRO AUTOMOTIVO LTDA ME";4370759;7751,02
"5888";"MERCADINHO FLOR DO AMANHECER LTDA ME";108812;7746,95
"5889";"ZEROTRES BAR E RESTAURANTE LTDA ME";20755485;7743,65
"5890";"SOPPRO MAXXI RIO INDUSTRIA E COMERCIO DE PLASTICOS LTDA";6226380;7741,48
"5891";"MGF TEXTIL INDUSTRIA E COMERCIO LTDA";11040353;7737,66
"5892";"S L CRETTON BAZAR ME";2338910;7733,96
"5893";"ROBLEO COMERCIO DE PRODUTOS E GENEROS ALIMENTICIOS LTDA-EPP";20259672;7726,89
"5894";"HARTREE CONFECCAO E COMERCIO DE ROUPAS LTDA ME";9513245;7712,28
"5895";"RASP SERVICOS DE HOSPEDAGEM E TURISMO LTDA ME";4744117;7705,46
"5896";"LONADO INDUSTRIA E COMERCIO LTDA";36163590;7701,07
"5897";"BRASIL TRIGO COMERCIO DE ALIMENTOS EIRELI";17757293;7689,46
"5898";"IRMAOS PAZETTE AUTO PECAS E OFICINA LTDA ME";5302127;7685,53
"5899";"FARMACIA GUSTAVO DA PIRAQUARA LTDA";5623960;7682,16
"5900";"BAYKAL MATERIAIS DE CONSTRUCAO LTDA";7793131;7676,05
"5901";"CRIS MAR MERCADO LTDA";72404544;7669,67
"5902";"ESMERALDA  TINTAS LTDA";7772680;7668,15
"5903";"ARGALAGOS INDUSTRIA E COMERCIO DE ARGAMASSAS LTDA";11868489;7666,38
"5904";"KYSK CABELEIREIRO S A";17019469;7663,55
"5905";"MARJOI COMERCIO DE PECAS LTDA";11518675;7661,59
"5906";"DISTLE DISTRIBUIDORA LTDA EPP";17670052;7661,15
"5907";"ELETRO MECANICA ROTORAUTO LTDA";6321990;7658,59
"5908";"BRASIL COLOR INDUSTRIA DE TINTA LTDA";18356187;7657,09
"5909";"L R L CAMPOS DECORACOES LTDA";5389356;7653,58
"5910";"ANTELO & OLIVEIRA PIZZARIA LTDA ME";7455861;7651,53
"5911";"MB SERVICOS DE USINAGEM E CALDERARIA EIRELI EPP";17297867;7651,09
"5912";"POSTO CASTILHO LTDA";29594892;7650,39
"5913";"KIDS BABY DISTRIBUIDORA LTDA";22777294;7648,29
"5914";"VIDRO LIMPO CENTRO DE RECICLAGEM LTDA";10858575;7645,66
"5915";"WS DISTRIBUIDORA DE ALIMENTOS LTDA EPP";1220638;7642,1
"5916";"HGP HOTTUM GUEDES IND COM DE PRODUTOS DE FIBRA DE VIDRO LTDA";40273898;7637,72
"5917";"PEXNAVAL SERVICOS E COMERCIO EIRELI - ME";11866636;7623,5
"5918";"N P FONSECA VIDRACARIA";31149479;7620,78
"5919";"NAU CULTURAL IMPORTACAO E EXPORTACAO LTDA ME";1230972;7620,3
"5920";"DEBORAMA DROGARIA LTDA";28527109;7616,66
"5921";"CASA DO MEDICO PRODUTOS HOSPITALARES EIRELI EPP";40371510;7613,73
"5922";"MARCOS AURELIO A HENRIQUES ME";10830219;7611,85
"5923";"TRANS RALTUR TURISMO E FRETAMENTO LTDA ME";11527318;7609
"5924";"EQUIPOMAN MAN INDUSTRIAL E SERVICOS LTDA";425050;7603,81
"5925";"DROGARIA BRITANICA LTDA EPP";3318138;7603,22
"5926";"LIC BAR E BISTRO EIRELI";21965075;7600,34
"5927";"ESCAL IND E COM DE ELEVADORES E ESCADAS ROLANTES LTDA";3729363;7595
"5928";"TRANSPORTES SAO GABRIEL LTDA";29201449;7590,09
"5929";"FARMACIA PROVIDENCIA LTDA";33081159;7589,45
"5930";"TOTAL RIO VEICULOS LTDA";9398782;7584,01
"5931";"SOHO RIO RESTAURANTE LTDA";23901018;7581,79
"5932";"ADRIPEL COMERCIO E SERVICOS LTDA ME";3022494;7573,85
"5933";"BAR E RESTAURANTE CERVANTE RIO LTDA";33405168;7570,45
"5934";"MJP BARRA RESTAURANTE LTDA EPP";21556406;7565
"5935";"E CENCI TAPECARIA";42366567;7563,75
"5936";"RESTAURANTE AVENIDA RIO BRASA FORUM EIRELI";8732746;7562,33
"5937";"FARMACIA ALVORADA LTDA EPP";33361767;7557,12
"5938";"SUPERMERCADO UP DE SEPETIBA EIRELI - EPP";20306552;7540,46
"5939";"H M MINERACOES LTDA EPP";31270523;7538,21
"5940";"CIA DOS FRASCOS IND E COM LTDA - ME";10360912;7524,61
"5941";"G S EQUIPAMENTOS CONTRA INCENDIO, REPRESENTACOES EM GERAL LTDA -";17151693;7519,45
"5942";"CASA VEZPA RESTAURANTE LTDA";28808116;7510,5
"5943";"T DA P MACEDO TRANSPORTES E VEICULOS EPP";17148085;7503,1
"5944";"6MIX RESTAURANTES LTDA";16699182;7502,93
"5945";"BRASITALIA BRASIL ITALIA TURISMO LTDA";33635939;7495
"5946";"GALO DE OURO SAO FIDELIS LTDA";74090416;7490,41
"5947";"ELETRONICA EHIME LTDA ME";7727992;7485,35
"5948";"PNT EQUIPAMENTOS PARA GASES LTDA";18530885;7482,89
"5949";"NILOCEL COMERCIO E SERVICOS DE ELETRO ELETRONICOS LTDA";5629989;7481,67
"5950";"R G GRANDE RIO JOIAS LTDA";6166543;7476,15
"5951";"AUTO MECANICA 1313 LTDA";30075998;7471,04
"5952";"GRAZYELLE DOS SANTOS G COUTO - MATERIAL DE CONSTRUCAO";20046670;7470,29
"5953";"IZAPLAST INDUSTRIA E COMERCIO LTDA";4057197;7465,45
"5954";"UNIDOS SUPERMERCADOS LTDA";22918167;7461,78
"5955";"BAR DA LAPA CAMPO GRANDE RESTAURANTE E EVENTOS LTDA";24077482;7459,4
"5956";"SACOLAO RAINHA DE HOTIFRUTIGRANJEIROS LTDA";68641935;7452
"5957";"ECOBLAST HIDROJATEAMENTO E PINTURA INDUSTRIAL EIRELI";2578440;7438,52
"5958";"GALERA DA AREIA DE ARARUAMA MATERIAIS PARA CONSTRUCAO LTDA ME";9077932;7437
"5959";"DIEL PLAST COMERCIO DE EMBALAGENS LTDA";17204832;7432,87
"5960";"CBPO ENGENHARIA LTDA";61156410;7432,8
"5961";"BIGBURGER CAXIAS LANCHONETES LTDA";11281683;7430,9
"5962";"2 ALIANCAS ARMAZENS GERAIS LTDA";719887;7429,25
"5963";"OPERADORA DE POSTOS DE SERVICOS LTDA";166290;7427,25
"5964";"DARMIL COMERCIO DE RACOES LTDA";29345154;7426,08
"5965";"LAJA COMERCIO DE ALIMENTOS LTDA";11602053;7425,52
"5966";"OTICA PINK LTDA";42481887;7413,12
"5967";"LOJAS COPA CAR AUTO RADIOS LTDA";33614033;7412,77
"5968";"HENRIQUES E SOUZAS COMERCIO DE ALIMENTOS LTDA ME";7583864;7412,26
"5969";"CONFORTO DOS PESCALCADOS E ACESSORIOS LTDA - ME";3303839;7403,75
"5970";"DIST DE PROD PARA PANIFICACAO DUAS GAROTAS DO CEASA LTDA";1051934;7401,15
"5971";"J R MACIEL QUIOSQUE DA ROSE - ME";19077095;7391,71
"5972";"VETRO EMPRESA BRASILEIRA COMERCIAL DE EXPORTACAO E IMPORTACAO LT";14689204;7382,94
"5973";"RIO SM2 LANCHONETE E BAR LTDA";4050492;7379,33
"5974";"CLUBE DA BIKE HORTO COMERCIO E SERVICOS LTDA ME";3404832;7367,46
"5975";"AUTO POSTO SHOW DO MILHAO LTDA";16950138;7360,25
"5976";"FERNANDO DE OLIVEIRA LINHARES-ME";8470560;7356,3
"5977";"ALGASBRAS BIORREFINARIA DE MACROALGAS LTDA";20414139;7354,2
"5978";"ESTOQUE ESTOCAGEM E INDUSTRIA FRIGORIFICA LTDA";42440842;7350,46
"5979";"LEANDRO ANDRADE AZEVEDO";3254268;7348,63
"5980";"MARVEX INCENDIO LTDA";30990568;7348,28
"5981";"FORMATIVA FARMACIA DE MANIPULACAO LTDA ME";4458307;7348,07
"5982";"POSTO DE GASOLINA KING KONG LTDA";29756947;7337,91
"5983";"TRANSMASTER TRANSPORTES URGENTES LTDA";2469127;7334,19
"5984";"ALFAIATARIA BARROSO LTDA";3060025;7333,38
"5985";"JOSEPA SERVICOS EIRELI ME";4390250;7316,59
"5986";"ANISA 2012 COMÉRCIO E SERVIÇOS EIRELI EPP";17386935;7314,67
"5987";"MERCADO BARATAO DE MAMBUCABA LTDA EPP";4142833;7312,32
"5988";"SUPERMERCADO CONQUISTA LTDA";19543231;7311,27
"5989";"X-GOTTA LTDA-ME";5606060;7300
"5990";"BRASIL DIV DISTRIBUIDORA DE REVESTIMENTOS LTDA";12485432;7299,8
"5991";"SORVETERIA PAULISTA COMERCIO DE SORVETES LTDA";14523624;7296,91
"5992";"MERCADINHO E ACOUGUE MONTE SIAO DA GUASSUMAN LTDA";9373462;7291,73
"5993";"MERCADO ECONOMIA DO POVO LTDA";12804499;7290,53
"5994";"PORTAL INDUSTRIA COMERCIO E REPRESENTACAO LTDA";14734315;7290,22
"5995";"NIOM COMERCIO OTICO LTDA";31041528;7286,88
"5996";"VIDRACARIA BOX VIDRU S LTDA";28040475;7285,67
"5997";"CASA DECORADA COMERCIO DE MOVEIS LTDA";21829853;7280,81
"5998";"GOSTO DE PAZ MERCADINHO LTDA";31942048;7274,66
"5999";"S B SANTOS SERV MAN E COM DE MATERIAL ELETRICO E MECANICO LTDA";8800221;7262,43
"6000";"DROGARIA LLIPE FARMA LTDA EPP";2161684;7262,24
"6001";"PASTA E CIA SANDUICHE DO JEITO QUE VOCE GOSTA LTDA";8677797;7262,06
"6002";"TREVO HIDRAULICA E MECANICA LTDA ME";13652439;7259,53
"6003";"CONSTRUTORA SANTA RITA DE PENEDO LTDA";11305458;7252,48
"6004";"HOTEL MONTE ALEGRE LTDA";30257810;7250,15
"6005";"BASSAIDAI LIQUIDOS E COMESTIVEIS LTDA";4476130;7243,45
"6006";"J L OLIVEIRA CARVALHO - ME";7593596;7240,85
"6007";"INFORMAL VIA BRASIL RESTAURANTE LTDA";14359395;7234,7
"6008";"CEVARIO AGROCOMERCIAL EIRELI ME";16776929;7229,01
"6009";"J T SOARES ESTAMPARIA ME";195132;7227,78
"6010";"SAO DOMINGOS MAQUINAS E INSTALACOES COMERCIAIS LTDA EPP";28256469;7220,47
"6011";"M&R EMPRESA ALIMENTICIA LTDA EPP";17820256;7216,55
"6012";"PLANTAGE CONFECCAO E COMERCIO DE ROUPAS LTDA";7515551;7206,7
"6013";"R M DE AZEVEDO MERCADO ME";4342551;7202,45
"6014";"FARMACIA EXPRESSO LTDA";10231677;7191,72
"6015";"GASELETRO ENERGIA INTEGRADA S A";19834991;7189,76
"6016";"J A MACHADO COMERCIO DE TINTAS E VERNIZES LTDA ME";36497931;7188,01
"6017";"SABIA LANCHES LTDA ME";31715683;7187,88
"6018";"NATURES SLEEP BRASIL LTDA";15731303;7181,83
"6019";"EXPRESSO PINTO & PALMA LTDA";29236221;7181,3
"6020";"MYTIME GROUP COMERCIO ELETRONICO LTDA";3419772;7180,82
"6021";"DROGARIA ENCRUZO ANGRA EIRELI ME";932911;7173,76
"6022";"M MARQUES PLASTICOS LTDA";30809420;7173,55
"6023";"LACOSTA TURISMO E LOGISTICA LTDA";32579138;7167,32
"6024";"SUPERMERCADO SUPER KOSMOS LTDA - ME";11383248;7160,06
"6025";"CITY CARNES MERCEARIA E LANCHONETE LTDA ME";14234958;7145,8
"6026";"GOUVEIA TRANSPORTES DE CARGAS LTDA";8105713;7134,37
"6027";"ANAPEL COMERCIO DE UTENSILIOS E DESCARTAVEIS EIRELI - EPP";14010931;7129,85
"6028";"MERCADO POUPMAX LTDA";11403494;7128,75
"6029";"VENCHI DO BRASIL CHOCOLATES S A";13863815;7125,03
"6030";"AUTO CENTER VOLOTAO LTDA";19136974;7114,08
"6031";"AKASAKA & MORAES RESTAURANTE LTDA";14199784;7105,68
"6032";"R C COSTA DA SILVA CALCADOS";12620567;7094,93
"6033";"MERCEARIA LUXO DO CACHAMBI LTDA ME";10291661;7092,81
"6034";"PRIMAVERA DE MADUREIRA MALHAS EIRELI - EPP";11097627;7092,34
"6035";"CAFE E BAR ORIZ LTDA";33082801;7090,28
"6036";"FIORELLA MODA FASHION LTDA";13466449;7087,73
"6037";"WX COMERCIO INTERNACIONAL LTDA";9349219;7086,63
"6038";"STRE LINHA MODAS E CONFECCOES LTDA";29765989;7070,03
"6039";"SCHAHIN PETROLEO E GAS S A";8976258;7068,01
"6040";"BAR E LANCHONETE ESCONDIDINHO DE CAMPO GRANDE LTDA";11899248;7061,27
"6041";"ALEMAR PALLET E SERVICOS DE CARPINTARIA LTDA ME";2043373;7059,03
"6042";"JMA CAFETERIA LTDA ME";22279198;7058,91
"6043";"BETESDA TURISMO E TRANSPORTE LTDA";63213;7050,58
"6044";"FOX RETIFICA DE MOTORES LTDA";36277648;7035,93
"6045";"5 M ACESSORIOS E PECAS LTDA";17992147;7035,02
"6046";"LANCHONETE MARCOLONGO COELHO LTDA ME";13778193;7032,62
"6047";"ARTE FINAL COMERCIO DE ROUPAS LTDA ME";16785460;7030,82
"6048";"MATERIAIS DE CONSTRUCAO CADES BARNEIA LTDA";2664835;7027,16
"6049";"LEDO E FRAGA RESTAURANTE E ADEGA LTDA ME";5217974;7020,6
"6050";"MERCADO MODELO DE COMENDADOR SOARES LTDA";11001919;7020,12
"6051";"LW COMERCIO DE JOIAS LTDA";11797463;7009,04
"6052";"JINXING BAZAR LTDA";19128969;7003,77
"6053";"G F RODRIGUES COMERCIO DE MATERIAL DE CONSTRUCAO, ELETRICO E HI";13028116;6996,8
"6054";"CASA MOSQUEIRA DE CONFECCOES LTDA";29253697;6995,39
"6055";"CARLOS MAGNO DOS SANTOS SAMPAIO COMERCIO E SERVICOS ME";12102183;6986,39
"6056";"BELIEVE COMERCIO ATACADISTA LTDA";28641303;6982,85
"6057";"SUELLEN VIVIANI FERNADES MODAS ME";6938618;6972,7
"6058";"M BATISTA ALMEIDA PENSAO ME";2575956;6964,36
"6059";"SENSEI COMERCIAL DE DOCES LTDA";11280457;6955,89
"6060";"SECULO XX COMERCIO DE UTILIDADES LTDA";31580830;6955,8
"6061";"MERCADO OURO MARKET DE TERESOPOLIS LTDA ME";11024097;6953,84
"6062";"BRAS PACK INDUSTRIA E COMERCIO DE EMBALAGENS EPP";7465200;6950,81
"6063";"V A CONFECCAO E COMERCIO LTDA ME";14424353;6946,7
"6064";"PORTO DO BACALHAU RESTAURANTE LTDA EPP";16435732;6936,48
"6065";"J M DE JESUS MENDONCA MONTEIRO SILVA - ME";17212364;6933,62
"6066";"N P CURSOS DE IDIOMAS LTDA";1580713;6932,56
"6067";"PLASTLAB INDUSTRIA E COMERCIO DE ARTEFATOS DE PLASTICOS LTDA";40266777;6930,91
"6068";"RAMPIM & CIA LTDA EPP";8168990;6929,39
"6069";"J M LOCACAO E LOGISTICA DE JUIZ DE FORA LTDA EPP";41717984;6929,16
"6070";"BONSUCESSO DE TERESOPOLIS TORNEARIA LTDA ME";2365894;6925,31
"6071";"BAR E RESTAURANTE GARFO E FACA LTDA";13516644;6924,21
"6072";"VICTOR H TIZIANO COMERCIO & PROMOCAO DE VENDAS - ME";17160851;6924,19
"6073";"CASA DE CEREAIS TRIUNFO LTDA ME";15659353;6918,27
"6074";"MADUREIRA I ROUPAS LTDA";31565344;6917,82
"6075";"PONTO DE APOIO TECNICO ELETRONICO LTDA";95916;6911,65
"6076";"DATORA TELECOMUNICACOES LTDA";39495486;6908,79
"6077";"TAXI CAFE E RESTAURANTE LTDA";593093;6906,49
"6078";"COMPUTERECO COMERCIO DE ARTIGOS DE INFORMATICA LTDA";8505707;6901,04
"6079";"ROLLER JEANS MODAS LTDA";28046472;6900,04
"6080";"UPCAR VEICULOS LTDA";42140962;6899,29
"6081";"ATELIER FRANCO LTDA EPP";19144041;6897,79
"6082";"ALMEIDA & OLIVEIRA REP E COM DE MAT HOSPITALAR LTDA";10565294;6893,68
"6083";"MEDEIROS E SOUZA COMERCIO DE ALIMENTOS LTDA";14652730;6888,76
"6084";"PACIFIC CATERING DE MACAE COM DE PRODUT ALIMENTICIOS EIRELI";10600859;6876,68
"6085";"TRIMONTE INDUSTRIA E COMERCIO AGROPECUARIA LTDA";9616711;6869,52
"6086";"FERNUP CONFECCOES DO VESTUARIO LTDA ME";7859117;6865,17
"6087";"J R B COMERCIO DE ARTIGOS FUNERARIOS LTDA";39226311;6859,76
"6088";"WR TRANSPORTES E DISTRIBUIDORA DE MATERIAIS DE CONSTRUCAO LTDA";10773061;6854,4
"6089";"JR MENDONCA COMERCIO DE BEBIDAS LTDA";40293482;6841,11
"6090";"SOUZA E SALES EIRAS PANIFICACAO EIRELI ME";9149819;6838,12
"6091";"SUPER UNIDOS COMERCIO DE ALIMENTOS EIRELI";23311098;6834,5
"6092";"LARA PERFUMES E COSMETICOS LTDA";68640283;6828,07
"6093";"COOPERATIVA REGIONAL DOS PROD E AGRIC FAMILIARES COOPAF LTDA";21514758;6818,68
"6094";"HORTIFRUTI NOVA IPANEMA LTDA";12471191;6817,42
"6095";"LOJAS SANTOS VAREJO E DISTRIBUICAO LTDA";28732200;6813,1
"6096";"CARVALHO E LOPES MERCEARIA EIRELI - ME";14763119;6795,64
"6097";"FARMACIA MINI DROGAS";30901524;6791,79
"6098";"FRUTAS E LEGUMES NORTE FLUMINENSE LTDA";29787975;6790,92
"6099";"C-TRADE COMERCIO LTDA";4214716;6790,02
"6100";"PRINCIPAL DE LARANJEIRAS PADARIA, LANCHONETE E RESTAURANTE LTDA";27468713;6784,96
"6101";"ESCHER INDUSTRIA E SERVICOS TECNICOS LTDA ME";2410939;6780,58
"6102";"FRIGOXO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";5115405;6776,55
"6103";"BOMBONIERE CHOCOBOTA LTDA ME";19576911;6774,59
"6104";"J ALVES BAR E RESTAURANTE";4519170;6772,27
"6105";"ELIMAR MATERIAIS DE CONSTRUCAO LTDA";28130441;6767,99
"6106";"DISTRIBUIDORA DE ALIMENTOS RIOPRETANA LTDA";7754424;6767,81
"6107";"JMX POSTO DE GASOLINA E SERVICOS LTDA";13930408;6765,33
"6108";"LOANY E BEBETE COMERCIO DE ROUPAS E ACESSORIOS LTDA ME";9188730;6761,46
"6109";"FITFILM COMERCIO E REPRESENTACAO EIRELI ME";11890012;6753,49
"6110";"DRAKO MOTORS VEICULOS LTDA";12981552;6752,98
"6111";"BINHO CABUCU MATERIAL DE CONSTRUCAO LTDA ME";14253791;6751,5
"6112";"AF 10 COMERCIO DE ALIMENTOS FAST FOOD LTDA - EPP";23058890;6750,69
"6113";"VIRTUAL 2043 CONFECCOES LTDA";17465257;6750,39
"6114";"FERRO E ACO COMERCIO DE MATERIAIS BONSUCESSO LTDA ME";10363895;6746,32
"6115";"SIMPLICIA DE CAMPOS MODAS COMERCIO DE ROUPAS LTDA";9517714;6740,23
"6116";"CEREAIS E MERCEARIA FLOR DO RANCHO FUNDO LTDA";10887763;6733,39
"6117";"FARLEY DE ANGRA MATERIAL DE CONSTRUCAO E BAZAR LTDA";551320;6732,57
"6118";"FARMACIA FARMALANDIA LTDA EPP";32161465;6722,67
"6119";"POSTO DE GASOLINA CARDOSO DE CASTRO LTDA";14715136;6709,92
"6120";"ARMAZEM OLAVO BILAC LTDA";31128168;6703,34
"6121";"AUTO POSTO VIA BRASIL LTDA EPP";2899785;6702,79
"6122";"ESTALEIRO EDWAL LTDA";29131646;6695,22
"6123";"MINI MERCADO BOM PRECO DC EIRELI - ME";7236737;6685,53
"6124";"DISTRIBUIDORA NAVA RIO DE MEDICAMENTOS S A";9510591;6685,44
"6125";"G G SALGADO COMERCIO DE CALCADOS LTDA ME";13501774;6683,05
"6126";"ADRIELI BOUTIQUE LTDA ME";39761853;6678,75
"6127";"PANIFICACAO CONFEITARIA E COPA ATELIE DA TIJUCA LTDA";4522695;6670,9
"6128";"GILMAR CANSI ME";21520893;6665,22
"6129";"GUERBET PRODUTOS RADIOLOGICOS LTDA";42180406;6657,8
"6130";"J.A.M. MENDES REFEICOES";7814204;6652,25
"6131";"PADARIA E CONFEITARIA SAO SEVERINO LTDA";29377173;6645,97
"6132";"VISAO DE AGUIA OTICA LTDA";7578522;6645,6
"6133";"POUPE BEM COMERCIO DE ALIMENTOS LTDA";19432704;6640,14
"6134";"VENATIV ASSESSORIA AMBIENTAL E COMERCIAL LTDA";77121;6638,79
"6135";"BRINK ALEGRIA MARAVILHA LTDA EPP";12029710;6636,9
"6136";"MPC 2006 COMERCIO DE ALIMENTOS LTDA";7895308;6634,73
"6137";"OPEN SWITCH SOFTWARE CONS COM E MONT DE EQUIP ELETR LTDA";5927880;6633,66
"6138";"ASSOCIACAO SERVAS DOS POBRES";33952136;6632,6
"6139";"ACQUALINDA COMERCIO DE EQUIPAMENTO PARA PISCINA LTDA";10501923;6626,54
"6140";"JMCA INDUSTRIA E COMERCIO DE ESCAPAMENTOS E REBOQUES LTDA";5391873;6624,83
"6141";"DELI OCEANICA LTDA EPP";20219139;6623,33
"6142";"AXIS DEVELOPMENTS, SOLUTIONS AND SERVICE LTDA EPP";19713881;6622,64
"6143";"R C DE ALMEIDA BAR E RESTAURANTE ME";4115662;6622,3
"6144";"BWC BRASIL COMERCIO E IMPORTACAO LTDA";18299882;6619,83
"6145";"GELOMAR DE ANGRA LTDA - ME";10909081;6618
"6146";"PRECON INDUSTRIAL S/A";23452238;6616,06
"6147";"LOGMIX TRANSPORTES LTDA";86447224;6615,05
"6148";"TLM - TRANSPORTES E LOGISTICA MODERNA LTDA";546164;6612,78
"6149";"DROGARIA JOIA DO RIACHUELO LTDA";42592444;6611,11
"6150";"ACQUAVAL COMERCIO DE PISCINAS LTDA";9662127;6610,19
"6151";"HUNIKA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS E DESCARTAVEIS LTD";14830712;6609,32
"6152";"CDZ COMERCIO EXPORTACAO ACESSORIOS FEMININOS EIRELI ME";5859352;6606,04
"6153";"MEDIFLORA PRODUTOS NATURAIS E APICOLAS LTDA";11242514;6604,88
"6154";"AMIR ENGENHARIA E AUTOMACAO LTDA";3582493;6603,52
"6155";"IMPERIO DOS CRISTAIS COMERCIO REPRESENTACAO IMP E EXP LTDA";19911096;6601,43
"6156";"J K DISTRIBUIDORA DE ALIMENTOS LTDA";26716896;6597,85
"6157";"MERCEARIA TITULAR DE PADRE MIGUEL LTDA";28162979;6596,92
"6158";"INOVE ARTIGOS DE DECORACAO LTDA";14562625;6595,26
"6159";"MERCADO E ACOUGUE ABENCOADO DE MANGUARIBA LTDA";12906496;6582,35
"6160";"O BRAVO DAS MOTOS LTDA";31561426;6580,42
"6161";"ADV - MERCANTIL DE EXPORTACAO E IMPORTACAO EIRELI";15176155;6578,81
"6162";"GUIMARAES FORNECEDORA DE NAVIOS LTDA";10328915;6573,22
"6163";"ESTACAO DE IMBARIE MERCEARIA E LANCHONETE LTDA";19224152;6562,91
"6164";"FU XING COMERCIO IMPORTACAO E EXPORTACAO LTDA";134729;6556,05
"6165";"BIG PLANET COMERCIO DE ARTIGOS PARA FESTAS LTDA";7875581;6555,42
"6166";"MFX ALIMENTACAO LTDA ME";14553534;6549,73
"6167";"INDUSTRIA KODATO & KODATO LIMITADA";35921402;6539,53
"6168";"DROGARIA MIMOSO DO SUL LTDA";6164606;6527,43
"6169";"GAMES 23 COMERCIO DE APARELHOS ELETRONICOS LTDA";7607466;6523,42
"6170";"MARA MAC FRANCHISING LTDA";5504507;6523,38
"6171";"OLISOL INDUSTRIA E COMERCIO DE PRODUTOS AROMATIZANTES LTDA";4931632;6521,45
"6172";"BARRETAO TRANSPORTES E LOGISTICA LIMITADA-ME";15311222;6518,57
"6173";"DISNAVE DISTRIBUIDORA NACIONAL DE VEICULOS S/A";30873640;6517,04
"6174";"V J OLIVEIRA ME";231483;6513,49
"6175";"FARMACIA RUY BARBOSA LTDA";33107327;6508,33
"6176";"MERCEARIA ESTRELA DA PRIMAVERA EIRELI EPP";13459058;6505,23
"6177";"C P DOS SANTOS BAR E LANCHONETE";22092363;6493,56
